img_rel_path,pid,camid
train/101_c3s3_8.jpg,101,3
train/29_c3s6_9.jpg,29,3
train/19_c4s1_12.jpg,19,4
train/44_c6s5_7.jpg,44,6
train/14_c5s2_4.jpg,14,5
train/48_c3s6_7.jpg,48,3
train/82_c2s3_4.jpg,82,2
train/187_c2s4_10.jpg,187,2
train/49_c4s6_3.jpg,49,4
train/121_c3s3_1.jpg,121,3
train/128_c5s5_0.jpg,128,5
train/136_c6s3_5.jpg,136,6
train/133_c4s4_3.jpg,133,4
train/186_c2s3_7.jpg,186,2
train/45_c3s6_4.jpg,45,3
train/51_c1s1_0.jpg,51,1
train/27_c3s4_6.jpg,27,3
train/148_c3s3_9.jpg,148,3
train/19_c2s5_9.jpg,19,2
train/151_c4s4_3.jpg,151,4
train/100_c5s3_9.jpg,100,5
train/169_c3s2_11.jpg,169,3
train/56_c1s6_1.jpg,56,1
train/171_c2s5_7.jpg,171,2
train/68_c6s2_7.jpg,68,6
train/153_c4s5_11.jpg,153,4
train/48_c3s2_2.jpg,48,3
train/122_c6s5_5.jpg,122,6
train/80_c4s1_8.jpg,80,4
train/24_c5s3_2.jpg,24,5
train/178_c4s3_7.jpg,178,4
train/182_c1s5_13.jpg,182,1
train/139_c4s5_6.jpg,139,4
train/182_c4s3_2.jpg,182,4
train/118_c6s1_2.jpg,118,6
train/171_c6s3_8.jpg,171,6
train/149_c1s4_11.jpg,149,1
train/123_c3s2_2.jpg,123,3
train/155_c6s2_8.jpg,155,6
train/103_c4s1_1.jpg,103,4
train/29_c6s6_5.jpg,29,6
train/169_c1s1_12.jpg,169,1
train/149_c3s2_4.jpg,149,3
train/149_c5s3_9.jpg,149,5
train/182_c4s5_4.jpg,182,4
train/182_c2s4_14.jpg,182,2
train/174_c4s2_8.jpg,174,4
train/135_c2s3_2.jpg,135,2
train/78_c3s3_5.jpg,78,3
train/68_c4s5_5.jpg,68,4
train/12_c2s1_4.jpg,12,2
train/26_c4s4_3.jpg,26,4
train/153_c3s4_8.jpg,153,3
train/131_c4s1_4.jpg,131,4
train/138_c6s3_9.jpg,138,6
train/94_c3s6_1.jpg,94,3
train/101_c5s6_0.jpg,101,5
train/174_c2s1_12.jpg,174,2
train/95_c6s3_4.jpg,95,6
train/177_c4s1_10.jpg,177,4
train/148_c3s4_10.jpg,148,3
train/15_c6s5_8.jpg,15,6
train/169_c2s5_9.jpg,169,2
train/21_c1s2_8.jpg,21,1
train/103_c4s2_4.jpg,103,4
train/68_c6s3_1.jpg,68,6
train/66_c1s2_4.jpg,66,1
train/29_c4s6_7.jpg,29,4
train/117_c5s4_0.jpg,117,5
train/5_c4s4_2.jpg,5,4
train/118_c4s3_2.jpg,118,4
train/43_c5s6_4.jpg,43,5
train/81_c6s2_4.jpg,81,6
train/108_c3s5_2.jpg,108,3
train/153_c5s4_2.jpg,153,5
train/145_c5s1_3.jpg,145,5
train/136_c4s1_4.jpg,136,4
train/46_c5s2_5.jpg,46,5
train/144_c1s6_1.jpg,144,1
train/150_c2s3_2.jpg,150,2
train/90_c5s3_6.jpg,90,5
train/104_c1s5_8.jpg,104,1
train/188_c6s4_2.jpg,188,6
train/178_c1s6_15.jpg,178,1
train/150_c1s4_4.jpg,150,1
train/44_c5s5_1.jpg,44,5
train/103_c5s4_7.jpg,103,5
train/138_c1s5_0.jpg,138,1
train/172_c6s6_5.jpg,172,6
train/177_c2s6_8.jpg,177,2
train/123_c3s5_3.jpg,123,3
train/171_c6s4_9.jpg,171,6
train/134_c4s4_2.jpg,134,4
train/70_c3s2_4.jpg,70,3
train/121_c2s4_4.jpg,121,2
train/175_c1s5_10.jpg,175,1
train/103_c5s6_5.jpg,103,5
train/122_c6s2_4.jpg,122,6
train/33_c1s6_0.jpg,33,1
train/182_c5s4_7.jpg,182,5
train/94_c2s5_0.jpg,94,2
train/115_c5s3_5.jpg,115,5
train/155_c3s1_1.jpg,155,3
train/177_c5s1_7.jpg,177,5
train/70_c3s2_5.jpg,70,3
train/80_c3s3_4.jpg,80,3
train/181_c2s1_5.jpg,181,2
train/26_c6s6_2.jpg,26,6
train/139_c3s5_8.jpg,139,3
train/177_c2s6_9.jpg,177,2
train/134_c6s5_6.jpg,134,6
train/178_c3s3_9.jpg,178,3
train/102_c1s3_4.jpg,102,1
train/82_c1s3_3.jpg,82,1
train/101_c4s1_5.jpg,101,4
train/118_c4s3_3.jpg,118,4
train/110_c6s2_0.jpg,110,6
train/101_c6s2_2.jpg,101,6
train/2_c4s1_0.jpg,2,4
train/90_c5s1_5.jpg,90,5
train/122_c3s2_8.jpg,122,3
train/148_c5s5_5.jpg,148,5
train/145_c4s1_7.jpg,145,4
train/96_c1s3_4.jpg,96,1
train/73_c1s5_8.jpg,73,1
train/66_c2s3_5.jpg,66,2
train/48_c4s6_8.jpg,48,4
train/46_c6s1_6.jpg,46,6
train/12_c3s6_3.jpg,12,3
train/118_c5s3_4.jpg,118,5
train/45_c3s5_3.jpg,45,3
train/94_c2s3_4.jpg,94,2
train/149_c1s2_14.jpg,149,1
train/115_c6s4_1.jpg,115,6
train/80_c2s5_5.jpg,80,2
train/104_c4s5_6.jpg,104,4
train/175_c6s5_3.jpg,175,6
train/132_c2s1_3.jpg,132,2
train/169_c3s4_15.jpg,169,3
train/46_c1s1_13.jpg,46,1
train/169_c5s2_4.jpg,169,5
train/96_c2s6_2.jpg,96,2
train/133_c4s3_0.jpg,133,4
train/21_c5s2_3.jpg,21,5
train/71_c4s6_7.jpg,71,4
train/174_c1s5_7.jpg,174,1
train/15_c1s4_3.jpg,15,1
train/150_c1s2_10.jpg,150,1
train/135_c1s1_4.jpg,135,1
train/30_c4s2_4.jpg,30,4
train/78_c1s3_4.jpg,78,1
train/182_c5s4_5.jpg,182,5
train/95_c6s2_0.jpg,95,6
train/186_c2s6_6.jpg,186,2
train/132_c2s5_6.jpg,132,2
train/96_c1s5_1.jpg,96,1
train/2_c4s5_7.jpg,2,4
train/22_c3s5_7.jpg,22,3
train/70_c1s3_3.jpg,70,1
train/24_c4s4_4.jpg,24,4
train/19_c5s5_5.jpg,19,5
train/12_c3s2_6.jpg,12,3
train/60_c6s5_3.jpg,60,6
train/103_c6s3_3.jpg,103,6
train/117_c4s4_7.jpg,117,4
train/175_c2s4_15.jpg,175,2
train/177_c5s5_11.jpg,177,5
train/131_c4s4_5.jpg,131,4
train/102_c2s4_1.jpg,102,2
train/175_c6s5_2.jpg,175,6
train/159_c6s6_6.jpg,159,6
train/165_c2s2_2.jpg,165,2
train/66_c6s5_8.jpg,66,6
train/181_c2s5_2.jpg,181,2
train/172_c5s3_3.jpg,172,5
train/126_c1s6_3.jpg,126,1
train/100_c1s6_1.jpg,100,1
train/14_c4s5_3.jpg,14,4
train/45_c3s5_2.jpg,45,3
train/43_c4s6_3.jpg,43,4
train/88_c4s2_9.jpg,88,4
train/14_c6s6_4.jpg,14,6
train/51_c3s1_1.jpg,51,3
train/28_c6s6_8.jpg,28,6
train/149_c2s3_0.jpg,149,2
train/25_c3s6_6.jpg,25,3
train/139_c4s4_7.jpg,139,4
train/14_c6s6_0.jpg,14,6
train/100_c1s6_5.jpg,100,1
train/145_c4s1_0.jpg,145,4
train/48_c2s1_4.jpg,48,2
train/188_c5s1_0.jpg,188,5
train/110_c1s5_9.jpg,110,1
train/24_c6s1_1.jpg,24,6
train/26_c4s3_4.jpg,26,4
train/110_c6s2_7.jpg,110,6
train/70_c2s4_1.jpg,70,2
train/159_c6s6_2.jpg,159,6
train/100_c2s5_7.jpg,100,2
train/187_c6s5_5.jpg,187,6
train/14_c5s5_2.jpg,14,5
train/155_c2s1_3.jpg,155,2
train/159_c2s4_8.jpg,159,2
train/117_c6s1_2.jpg,117,6
train/136_c6s4_3.jpg,136,6
train/141_c1s1_11.jpg,141,1
train/80_c2s3_6.jpg,80,2
train/80_c3s1_1.jpg,80,3
train/68_c3s1_8.jpg,68,3
train/63_c2s3_7.jpg,63,2
train/73_c6s4_7.jpg,73,6
train/115_c5s3_2.jpg,115,5
train/181_c1s2_0.jpg,181,1
train/104_c4s1_7.jpg,104,4
train/144_c3s1_4.jpg,144,3
train/65_c4s5_10.jpg,65,4
train/63_c2s1_5.jpg,63,2
train/102_c3s2_6.jpg,102,3
train/88_c3s1_7.jpg,88,3
train/145_c5s5_1.jpg,145,5
train/45_c3s3_0.jpg,45,3
train/15_c5s2_9.jpg,15,5
train/78_c2s2_0.jpg,78,2
train/6_c2s5_6.jpg,6,2
train/28_c2s4_3.jpg,28,2
train/108_c3s3_3.jpg,108,3
train/88_c3s3_4.jpg,88,3
train/33_c2s5_5.jpg,33,2
train/80_c2s3_7.jpg,80,2
train/148_c4s5_6.jpg,148,4
train/145_c5s1_4.jpg,145,5
train/154_c5s1_6.jpg,154,5
train/174_c1s3_5.jpg,174,1
train/145_c1s5_8.jpg,145,1
train/149_c3s1_12.jpg,149,3
train/110_c6s2_6.jpg,110,6
train/131_c5s4_5.jpg,131,5
train/14_c4s5_6.jpg,14,4
train/66_c1s2_3.jpg,66,1
train/134_c2s5_8.jpg,134,2
train/139_c4s4_6.jpg,139,4
train/178_c6s1_0.jpg,178,6
train/82_c4s1_8.jpg,82,4
train/94_c1s2_2.jpg,94,1
train/151_c4s5_0.jpg,151,4
train/148_c1s3_14.jpg,148,1
train/130_c1s3_5.jpg,130,1
train/169_c4s2_7.jpg,169,4
train/27_c2s5_0.jpg,27,2
train/26_c5s1_0.jpg,26,5
train/46_c6s3_0.jpg,46,6
train/149_c3s3_6.jpg,149,3
train/181_c6s3_12.jpg,181,6
train/131_c4s4_2.jpg,131,4
train/81_c6s4_7.jpg,81,6
train/65_c6s6_11.jpg,65,6
train/174_c2s4_1.jpg,174,2
train/21_c1s6_9.jpg,21,1
train/80_c3s1_2.jpg,80,3
train/14_c6s2_7.jpg,14,6
train/96_c5s3_8.jpg,96,5
train/143_c1s5_1.jpg,143,1
train/102_c2s2_0.jpg,102,2
train/150_c3s1_14.jpg,150,3
train/88_c3s3_6.jpg,88,3
train/21_c4s2_0.jpg,21,4
train/148_c5s3_7.jpg,148,5
train/82_c3s2_2.jpg,82,3
train/19_c3s3_10.jpg,19,3
train/48_c1s6_0.jpg,48,1
train/46_c5s4_12.jpg,46,5
train/51_c2s5_6.jpg,51,2
train/145_c4s5_6.jpg,145,4
train/60_c5s4_5.jpg,60,5
train/108_c2s1_7.jpg,108,2
train/186_c2s4_3.jpg,186,2
train/151_c5s3_2.jpg,151,5
train/144_c2s1_3.jpg,144,2
train/95_c5s1_5.jpg,95,5
train/165_c1s3_4.jpg,165,1
train/45_c2s5_1.jpg,45,2
train/134_c5s2_5.jpg,134,5
train/130_c3s2_1.jpg,130,3
train/143_c2s2_6.jpg,143,2
train/71_c4s2_4.jpg,71,4
train/78_c3s6_2.jpg,78,3
train/141_c3s3_1.jpg,141,3
train/172_c2s6_9.jpg,172,2
train/25_c2s4_3.jpg,25,2
train/128_c4s4_7.jpg,128,4
train/63_c1s6_1.jpg,63,1
train/12_c3s6_9.jpg,12,3
train/128_c3s1_6.jpg,128,3
train/56_c5s3_2.jpg,56,5
train/172_c5s3_8.jpg,172,5
train/30_c2s3_3.jpg,30,2
train/21_c2s3_1.jpg,21,2
train/95_c3s2_7.jpg,95,3
train/118_c3s4_5.jpg,118,3
train/178_c1s3_10.jpg,178,1
train/132_c5s4_5.jpg,132,5
train/60_c1s6_2.jpg,60,1
train/27_c6s3_2.jpg,27,6
train/2_c2s6_3.jpg,2,2
train/182_c6s2_11.jpg,182,6
train/117_c2s5_1.jpg,117,2
train/138_c4s3_2.jpg,138,4
train/108_c6s5_6.jpg,108,6
train/118_c2s2_6.jpg,118,2
train/108_c5s6_4.jpg,108,5
train/6_c6s1_4.jpg,6,6
train/181_c2s1_11.jpg,181,2
train/187_c2s5_2.jpg,187,2
train/140_c2s4_3.jpg,140,2
train/12_c1s3_8.jpg,12,1
train/48_c6s3_1.jpg,48,6
train/182_c3s5_12.jpg,182,3
train/49_c2s4_3.jpg,49,2
train/104_c2s6_2.jpg,104,2
train/48_c6s3_0.jpg,48,6
train/165_c4s1_7.jpg,165,4
train/142_c1s4_0.jpg,142,1
train/145_c3s2_4.jpg,145,3
train/104_c2s4_0.jpg,104,2
train/130_c4s1_7.jpg,130,4
train/80_c1s2_8.jpg,80,1
train/30_c3s5_1.jpg,30,3
train/43_c2s5_6.jpg,43,2
train/174_c4s4_14.jpg,174,4
train/150_c4s2_7.jpg,150,4
train/182_c6s2_10.jpg,182,6
train/14_c2s6_6.jpg,14,2
train/187_c1s6_1.jpg,187,1
train/21_c2s1_2.jpg,21,2
train/174_c2s2_10.jpg,174,2
train/177_c5s2_12.jpg,177,5
train/29_c2s3_6.jpg,29,2
train/165_c2s2_8.jpg,165,2
train/51_c6s5_2.jpg,51,6
train/182_c5s2_8.jpg,182,5
train/118_c2s6_3.jpg,118,2
train/165_c3s1_14.jpg,165,3
train/65_c3s3_7.jpg,65,3
train/56_c4s1_4.jpg,56,4
train/90_c2s4_0.jpg,90,2
train/169_c2s5_1.jpg,169,2
train/90_c3s6_7.jpg,90,3
train/95_c1s1_1.jpg,95,1
train/174_c6s4_4.jpg,174,6
train/26_c4s1_8.jpg,26,4
train/151_c1s3_6.jpg,151,1
train/133_c1s1_6.jpg,133,1
train/136_c2s4_7.jpg,136,2
train/28_c6s6_4.jpg,28,6
train/12_c5s1_1.jpg,12,5
train/175_c1s2_4.jpg,175,1
train/134_c1s6_7.jpg,134,1
train/102_c5s1_5.jpg,102,5
train/29_c2s3_4.jpg,29,2
train/181_c5s2_4.jpg,181,5
train/51_c4s6_7.jpg,51,4
train/130_c5s5_4.jpg,130,5
train/22_c6s1_6.jpg,22,6
train/171_c5s5_3.jpg,171,5
train/172_c2s6_14.jpg,172,2
train/148_c2s5_15.jpg,148,2
train/24_c2s3_7.jpg,24,2
train/150_c4s2_13.jpg,150,4
train/117_c4s2_9.jpg,117,4
train/174_c5s1_2.jpg,174,5
train/100_c4s4_6.jpg,100,4
train/80_c4s4_1.jpg,80,4
train/94_c6s3_5.jpg,94,6
train/15_c4s2_1.jpg,15,4
train/19_c2s2_3.jpg,19,2
train/150_c6s1_11.jpg,150,6
train/128_c1s4_4.jpg,128,1
train/188_c1s3_6.jpg,188,1
train/96_c5s1_5.jpg,96,5
train/151_c3s6_5.jpg,151,3
train/122_c2s6_2.jpg,122,2
train/63_c6s5_4.jpg,63,6
train/178_c4s6_14.jpg,178,4
train/29_c1s6_1.jpg,29,1
train/44_c2s2_4.jpg,44,2
train/177_c3s6_6.jpg,177,3
train/187_c2s5_0.jpg,187,2
train/131_c1s6_3.jpg,131,1
train/150_c5s2_1.jpg,150,5
train/24_c3s3_3.jpg,24,3
train/151_c4s3_8.jpg,151,4
train/159_c3s6_10.jpg,159,3
train/188_c2s2_7.jpg,188,2
train/24_c1s2_6.jpg,24,1
train/150_c5s2_12.jpg,150,5
train/154_c1s3_0.jpg,154,1
train/145_c1s3_2.jpg,145,1
train/123_c3s5_8.jpg,123,3
train/56_c4s5_3.jpg,56,4
train/70_c6s6_6.jpg,70,6
train/21_c1s6_7.jpg,21,1
train/149_c6s3_5.jpg,149,6
train/24_c3s1_1.jpg,24,3
train/139_c1s6_5.jpg,139,1
train/168_c6s6_4.jpg,168,6
train/21_c3s3_6.jpg,21,3
train/70_c4s3_7.jpg,70,4
train/151_c4s1_11.jpg,151,4
train/6_c4s6_5.jpg,6,4
train/175_c2s3_5.jpg,175,2
train/132_c4s4_2.jpg,132,4
train/171_c5s1_6.jpg,171,5
train/188_c2s4_1.jpg,188,2
train/82_c4s1_6.jpg,82,4
train/94_c4s4_7.jpg,94,4
train/80_c6s3_3.jpg,80,6
train/115_c5s5_9.jpg,115,5
train/172_c2s6_2.jpg,172,2
train/144_c6s1_0.jpg,144,6
train/145_c2s6_2.jpg,145,2
train/14_c2s2_5.jpg,14,2
train/104_c3s2_4.jpg,104,3
train/30_c2s3_5.jpg,30,2
train/117_c4s6_8.jpg,117,4
train/118_c6s2_8.jpg,118,6
train/43_c1s2_7.jpg,43,1
train/135_c5s1_0.jpg,135,5
train/145_c2s4_0.jpg,145,2
train/24_c3s1_5.jpg,24,3
train/70_c6s6_2.jpg,70,6
train/44_c1s1_2.jpg,44,1
train/46_c3s3_7.jpg,46,3
train/73_c1s1_2.jpg,73,1
train/14_c2s6_1.jpg,14,2
train/56_c6s6_0.jpg,56,6
train/139_c1s6_1.jpg,139,1
train/2_c3s2_4.jpg,2,3
train/151_c6s2_9.jpg,151,6
train/78_c6s4_6.jpg,78,6
train/138_c3s6_8.jpg,138,3
train/141_c2s5_9.jpg,141,2
train/96_c4s1_5.jpg,96,4
train/140_c3s4_0.jpg,140,3
train/108_c6s5_0.jpg,108,6
train/175_c3s1_14.jpg,175,3
train/78_c4s5_3.jpg,78,4
train/24_c2s1_0.jpg,24,2
train/159_c2s6_3.jpg,159,2
train/131_c3s5_0.jpg,131,3
train/181_c1s2_9.jpg,181,1
train/115_c3s4_0.jpg,115,3
train/26_c3s2_5.jpg,26,3
train/140_c2s4_5.jpg,140,2
train/141_c4s1_12.jpg,141,4
train/19_c1s3_6.jpg,19,1
train/81_c4s5_8.jpg,81,4
train/171_c6s6_5.jpg,171,6
train/143_c4s1_3.jpg,143,4
train/117_c1s6_4.jpg,117,1
train/175_c1s4_6.jpg,175,1
train/171_c4s5_2.jpg,171,4
train/145_c3s2_2.jpg,145,3
train/135_c5s5_5.jpg,135,5
train/138_c4s1_10.jpg,138,4
train/175_c6s3_8.jpg,175,6
train/159_c2s4_0.jpg,159,2
train/44_c1s1_3.jpg,44,1
train/187_c1s6_12.jpg,187,1
train/127_c4s1_8.jpg,127,4
train/171_c5s3_1.jpg,171,5
train/172_c3s4_15.jpg,172,3
train/110_c3s4_4.jpg,110,3
train/187_c3s1_4.jpg,187,3
train/14_c2s2_4.jpg,14,2
train/102_c5s3_3.jpg,102,5
train/132_c5s6_0.jpg,132,5
train/100_c3s5_8.jpg,100,3
train/65_c5s4_8.jpg,65,5
train/110_c2s4_3.jpg,110,2
train/81_c2s4_6.jpg,81,2
train/2_c5s1_8.jpg,2,5
train/19_c4s3_8.jpg,19,4
train/148_c5s5_8.jpg,148,5
train/149_c4s4_1.jpg,149,4
train/168_c5s3_7.jpg,168,5
train/140_c6s1_10.jpg,140,6
train/143_c4s5_5.jpg,143,4
train/66_c4s6_1.jpg,66,4
train/6_c4s6_2.jpg,6,4
train/122_c2s2_0.jpg,122,2
train/145_c6s6_9.jpg,145,6
train/60_c3s3_6.jpg,60,3
train/140_c6s2_8.jpg,140,6
train/122_c2s4_6.jpg,122,2
train/28_c4s1_1.jpg,28,4
train/45_c4s6_6.jpg,45,4
train/127_c2s2_5.jpg,127,2
train/182_c2s1_6.jpg,182,2
train/63_c6s5_3.jpg,63,6
train/186_c6s2_5.jpg,186,6
train/135_c6s4_7.jpg,135,6
train/178_c2s2_12.jpg,178,2
train/133_c3s4_1.jpg,133,3
train/28_c5s1_5.jpg,28,5
train/172_c6s1_10.jpg,172,6
train/101_c1s3_6.jpg,101,1
train/22_c6s3_3.jpg,22,6
train/131_c3s5_2.jpg,131,3
train/5_c1s6_0.jpg,5,1
train/187_c3s5_3.jpg,187,3
train/188_c1s1_3.jpg,188,1
train/149_c5s2_3.jpg,149,5
train/90_c1s1_1.jpg,90,1
train/14_c2s6_3.jpg,14,2
train/28_c6s2_7.jpg,28,6
train/65_c1s4_1.jpg,65,1
train/78_c1s1_8.jpg,78,1
train/123_c1s6_9.jpg,123,1
train/172_c3s6_13.jpg,172,3
train/169_c2s1_0.jpg,169,2
train/96_c5s5_6.jpg,96,5
train/6_c4s6_3.jpg,6,4
train/174_c2s2_15.jpg,174,2
train/126_c4s2_5.jpg,126,4
train/126_c6s1_2.jpg,126,6
train/177_c1s1_3.jpg,177,1
train/168_c5s3_6.jpg,168,5
train/187_c3s1_7.jpg,187,3
train/95_c3s2_3.jpg,95,3
train/178_c1s4_6.jpg,178,1
train/131_c2s1_3.jpg,131,2
train/96_c6s6_4.jpg,96,6
train/127_c2s3_3.jpg,127,2
train/165_c6s2_11.jpg,165,6
train/181_c4s5_7.jpg,181,4
train/168_c4s6_0.jpg,168,4
train/153_c2s4_10.jpg,153,2
train/33_c5s3_6.jpg,33,5
train/123_c4s1_5.jpg,123,4
train/110_c2s1_1.jpg,110,2
train/100_c4s5_6.jpg,100,4
train/182_c4s5_9.jpg,182,4
train/19_c3s5_0.jpg,19,3
train/73_c1s6_1.jpg,73,1
train/33_c6s6_2.jpg,33,6
train/121_c6s5_6.jpg,121,6
train/169_c3s4_6.jpg,169,3
train/149_c6s4_2.jpg,149,6
train/154_c1s4_7.jpg,154,1
train/153_c1s1_4.jpg,153,1
train/165_c4s4_1.jpg,165,4
train/136_c5s2_9.jpg,136,5
train/103_c3s4_0.jpg,103,3
train/80_c6s2_2.jpg,80,6
train/2_c1s4_2.jpg,2,1
train/123_c4s5_1.jpg,123,4
train/117_c3s2_1.jpg,117,3
train/71_c1s5_1.jpg,71,1
train/174_c3s4_13.jpg,174,3
train/104_c3s3_1.jpg,104,3
train/177_c3s1_1.jpg,177,3
train/133_c2s1_7.jpg,133,2
train/144_c1s5_8.jpg,144,1
train/118_c1s6_0.jpg,118,1
train/122_c5s4_9.jpg,122,5
train/165_c2s1_9.jpg,165,2
train/88_c4s3_0.jpg,88,4
train/19_c2s5_4.jpg,19,2
train/148_c2s1_3.jpg,148,2
train/103_c5s1_8.jpg,103,5
train/187_c1s3_6.jpg,187,1
train/15_c4s5_6.jpg,15,4
train/132_c6s4_7.jpg,132,6
train/150_c6s6_5.jpg,150,6
